Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
2001;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;70910
2002;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;70275
2003;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;69789
2004;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;69088
2005;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;68023
2006;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;66757
2007;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;65986
2008;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;65110
2009;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;64496
2010;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;63492
2011;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;61527
2012;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;60459
2013;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;59483
2014;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;58695
2015;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;58027
2016;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;57103
2017;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;55757
2018;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;54600
2019;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;54090
1996;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
1997;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
1998;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
1999;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2000;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2001;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2002;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2003;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2004;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2005;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2006;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2007;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2008;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2009;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2010;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2011;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2012;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2013;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2014;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2015;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2016;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2017;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2018;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
2019;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės r. sav.;Miestas ir kaimas;asmenys;
1996;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;39625
1997;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;39495
1998;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;39421
1999;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;39238
2000;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;39066
2001;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;38788
2002;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;38438
2003;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;38158
2004;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;37575
2005;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;37004
2006;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;36073
2007;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;35435
2008;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;34784
2009;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;34110
2010;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;33486
2011;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;32590
2012;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;32026
2013;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;31402
2014;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;30861
2015;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;30321
2016;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;29693
2017;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;28938
2018;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;28039
2019;Nuolatinių gyventojų skaičius metų pradžioje;Šakių r. sav.;Miestas ir kaimas;asmenys;27341
1996;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;51336
1997;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;51112
1998;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;50931
1999;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;50669
2000;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;50515
2001;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;50236
2002;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;49951
2003;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;49622
2004;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;49137
2005;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;48338
2006;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;47112
2007;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;46239
2008;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;45488
2009;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;44899
2010;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;44128
2011;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;42710
2012;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;41833
2013;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;41055
2014;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;40258
2015;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;39465
2016;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;38595
2017;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;37473
2018;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;36108
2019;Nuolatinių gyventojų skaičius metų pradžioje;Vilkaviškio r. sav.;Miestas ir kaimas;asmenys;35316
1996;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;37718
1997;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;37289
1998;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;36852
1999;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;36384
2000;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;35942
2001;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;35498
2002;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;35063
2003;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;34715
2004;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;34266
2005;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;33551
2006;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;32515
2007;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;31766
2008;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;30959
2009;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;30178
2010;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;29439
2011;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;28322
2012;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;27632
2013;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;27026
2014;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;26473
2015;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;25937
2016;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;25418
2017;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;24645
2018;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;23778
2019;Nuolatinių gyventojų skaičius metų pradžioje;Biržų r. sav.;Miestas ir kaimas;asmenys;23172
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;25693
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;25504
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;25285
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;25039
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;24742
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;24622
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;24492
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;24240
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;23865
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;23422
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;22920
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;22509
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;22052
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;21596
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;21064
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;20355
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;19835
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;19425
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;19058
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;18678
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;18225
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;17670
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;17097
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kupiškio r. sav.;Miestas ir kaimas;asmenys;16756
1996;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;126086
1997;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;125172
1998;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;123885
1999;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;122498
2000;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;121046
2001;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;119808
2002;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;118231
2003;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;116925
2004;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;114917
2005;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;112543
2006;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;109901
2007;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;108314
2008;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;106495
2009;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;104793
2010;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;103101
2011;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;100027
2012;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;98469
2013;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;97343
2014;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;96328
2015;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;95202
2016;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;93598
2017;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;91054
2018;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;88678
2019;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio m. sav.;Miestas ir kaimas;asmenys;87139
1996;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42712
1997;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42675
1998;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42649
1999;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42724
2000;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42695
2001;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42886
2002;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42628
2003;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42657
2004;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42588
2005;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;42435
2006;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;41930
2007;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;41573
2008;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;41162
2009;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;40980
2010;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;40377
2011;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;39164
2012;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;38392
2013;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;37867
2014;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;37488
2015;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;37173
2016;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;36705
2017;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;36417
2018;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;35734
2019;Nuolatinių gyventojų skaičius metų pradžioje;Panevėžio r. sav.;Miestas ir kaimas;asmenys;35445
1996;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;36626
1997;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;36419
1998;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;36017
1999;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;35628
2000;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;35275
2001;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;34980
2002;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;34569
2003;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;34211
2004;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;33629
2005;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;32870
2006;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;31898
2007;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;31230
2008;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;30598
2009;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;30004
2010;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;29400
2011;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;28511
2012;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;27752
2013;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;27245
2014;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;26653
2015;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;26213
2016;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;25601
2017;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;24796
2018;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;23967
2019;Nuolatinių gyventojų skaičius metų pradžioje;Pasvalio r. sav.;Miestas ir kaimas;asmenys;23377
1996;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;45718
1997;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;45093
1998;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;44373
1999;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;43731
2000;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;43129
2001;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;42511
2002;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;41888
2003;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;41434
2004;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;40832
2005;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;40097
2006;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;39098
2007;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;38309
2008;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;37549
2009;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;36768
2010;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;35993
2011;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;35022
2012;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;34218
2013;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;33434
2014;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;32748
2015;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;32191
2016;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;31454
2017;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;30451
2018;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;29472
2019;Nuolatinių gyventojų skaičius metų pradžioje;Rokiškio r. sav.;Miestas ir kaimas;asmenys;28728
1996;Nuolatinių gyventojų skaičius metų pradžioje;Akmenės r. sav.;Miestas ir kaimas;asmenys;31806
1997;Nuolatinių gyventojų skaičius metų pradžioje;Akmenės r. sav.;Miestas ir kaimas;asmenys;31579
1998;Nuolatinių gyventojų skaičius metų pradžioje;Akmenės r. sav.;Miestas ir kaimas;asmenys;31333
1999;Nuolatinių gyventojų skaičius metų pradžioje;Akmenės r. sav.;Miestas ir kaimas;asmenys;30988
2000;Nuolatinių gyventojų skaičius metų pradžioje;Akmenės r. sav.;Miestas ir kaimas;asmenys;30655
2001;Nuolatinių gyventojų skaičius metų pradžioje;Akmenės r. sav.;Miestas ir kaimas;asmenys;30266
2002;Nuolatinių gyventojų skaičius metų pradžioje;Akmenės r. sav.;Miestas ir kaimas;asmenys;29933
