;Laikotarpis;Administracinė teritorija;population;Amžius;women;proportion;population_women;population_men
8247;2001;Raseinių r. sav.;44177.0;5–9;979.0;0.4892747701736466;21614.691521961187;22562.308478038813
8248;2001;Raseinių r. sav.;44177.0;10–14;953.0;0.4753410283315844;20999.140608604404;23177.859391395596
8249;2001;Raseinių r. sav.;44177.0;15–19;913.0;0.452354874041621;19983.68127053669;24193.31872946331
8250;2001;Raseinių r. sav.;44177.0;20–24;835.0;0.4011976047904192;17723.70658682635;26453.29341317365
8251;2001;Raseinių r. sav.;44177.0;25–29;1021.0;0.5102840352595495;22542.817825661117;21634.182174338883
8252;2001;Raseinių r. sav.;44177.0;30–34;935.0;0.4652406417112299;20552.935828877005;23624.064171122995
8253;2001;Raseinių r. sav.;44177.0;35–39;1007.0;0.5034756703078451;22242.044687189675;21934.955312810325
8254;2001;Raseinių r. sav.;44177.0;40–44;941.0;0.4686503719447397;20703.567481402766;23473.432518597234
8255;2001;Raseinių r. sav.;44177.0;45–49;1051.0;0.5242626070409134;23160.349191246434;21016.650808753566
8256;2001;Raseinių r. sav.;44177.0;50–54;1052.0;0.5247148288973384;23180.32699619772;20996.67300380228
8257;2001;Raseinių r. sav.;44177.0;55–59;1218.0;0.5894909688013137;26041.942528735635;18135.057471264365
8258;2001;Raseinių r. sav.;44177.0;60–64;1489.0;0.664204163868368;29342.547347212894;14834.452652787106
8259;2001;Raseinių r. sav.;44177.0;65–69;1463.0;0.6582365003417635;29078.913875598086;15098.086124401914
8260;2001;Raseinių r. sav.;44177.0;70–74;1940.0;0.7422680412371134;32791.17525773196;11385.824742268043
8261;2001;Raseinių r. sav.;44177.0;75 ir vyresni;2252.0;0.7779751332149201;34368.60746003552;9808.39253996448
8262;2002;Raseinių r. sav.;43880.0;Iš viso pagal amžių;1119.0;0.5531724754244862;24273.208221626457;19606.791778373543
8263;2002;Raseinių r. sav.;43880.0;0–4;933.0;0.4640943193997856;20364.458735262593;23515.541264737407
8264;2002;Raseinių r. sav.;43880.0;5–9;983.0;0.49135300101729396;21560.56968463886;22319.43031536114
