Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Matavimo vienetai;Reikšmė
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1248
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1243
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1263
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1245
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1109
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1150
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1122
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1132
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1093
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1110
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1078
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1143
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1066
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1040
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1041
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1030
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;986
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1012
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Klaipėdos r. sav.;55–59;asmenys;1038
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1221
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1180
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1200
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1211
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1196
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1187
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1222
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1165
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1168
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1193
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1176
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1144
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1160
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1153
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1132
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1184
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1190
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1199
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kretingos r. sav.;55–59;asmenys;1168
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1340
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1386
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1429
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1372
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1148
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1102
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1152
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1000
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1025
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1182
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1312
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1441
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1487
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1200
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1135
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1123
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1068
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1042
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Neringos sav.;55–59;asmenys;1138
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1422
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1481
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1496
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1624
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1436
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1483
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1484
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1505
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1483
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1482
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1267
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1190
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1250
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1272
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1385
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1402
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1371
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1262
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Palangos m. sav.;55–59;asmenys;1307
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1119
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1217
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1231
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1214
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1161
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1187
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1149
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1088
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1131
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1143
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1078
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1101
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1169
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1152
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1129
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1092
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;1044
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;957
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Skuodo r. sav.;55–59;asmenys;939
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1239
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1206
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1225
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1183
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1229
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1172
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1172
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1142
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1163
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1138
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1153
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1196
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1212
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1224
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1201
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1204
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1142
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1115
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šilutės r. sav.;55–59;asmenys;1063
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1277
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1287
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1291
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1288
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1277
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1245
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1202
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1158
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1154
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1123
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1106
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1120
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1111
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1094
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1097
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1148
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1175
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1165
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1141
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1116
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1082
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1076
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1070
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;55–59;asmenys;1077
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1228
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1112
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1167
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1088
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1079
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1041
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1133
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1067
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;993
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1074
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1099
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1003
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1009
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1025
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;943
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;953
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;988
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;1005
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;55–59;asmenys;984
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1178
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1220
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1126
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1154
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1188
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1092
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1104
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1125
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1154
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1155
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1153
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1216
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1226
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1186
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1214
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1186
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1180
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1167
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;55–59;asmenys;1199
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1221
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1195
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1180
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1180
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1135
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1111
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1100
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1108
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1112
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1096
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1185
