Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;8.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;7.5
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;7.5
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;4.7
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;5.4
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;8.9
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;13.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;14.1
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;11.5
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;8.9
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;7.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės r. sav.;proc.;
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;4.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;7.4
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;9.0
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;13.0
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;15.7
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;15.4
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;12.9
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;11.3
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;7.0
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;4.8
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;3.7
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;3.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;8.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;14.3
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;12.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;13.0
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;12.7
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;11.5
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;10.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;9.6
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;7.8
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šakių r. sav.;proc.;7.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;5.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;8.4
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;10.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;13.2
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;16.7
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;14.4
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;11.7
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;10.8
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;6.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;4.1
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;3.6
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;3.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;9.4
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;15.1
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;14.0
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;13.5
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;13.3
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;12.4
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;11.5
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;10.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;9.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Vilkaviškio r. sav.;proc.;9.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;3.7
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;5.8
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;8.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;11.9
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;13.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;12.7
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;9.0
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;8.5
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;5.7
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;3.9
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;3.6
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;3.8
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;9.5
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;15.0
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;12.2
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;11.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;11.2
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;10.6
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;10.1
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;8.9
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;9.6
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Biržų r. sav.;proc.;10.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;4.0
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;6.3
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;6.7
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;9.7
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;10.1
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;7.5
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;5.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;5.2
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;4.3
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;3.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;4.1
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;5.4
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;13.0
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;18.9
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;15.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;15.7
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;15.3
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;14.1
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;12.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;12.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;12.7
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kupiškio r. sav.;proc.;12.9
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;6.0
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;7.0
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;9.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;12.6
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;13.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;12.3
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;9.2
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;6.9
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;4.7
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;4.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;4.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;4.0
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;13.5
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;18.5
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;14.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;12.8
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;11.1
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;10.1
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;8.6
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;7.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;7.0
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio m. sav.;proc.;7.2
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;8.1
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;9.4
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;12.9
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;17.0
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;18.7
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;18.8
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;14.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;11.5
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;7.9
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;5.4
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;4.9
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;4.5
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;12.7
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;19.3
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;15.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;14.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;12.0
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;10.8
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;9.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;8.6
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;8.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Panevėžio r. sav.;proc.;8.5
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;4.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;6.6
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;11.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;19.2
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;22.2
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;22.1
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;18.7
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;14.1
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;10.4
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;7.4
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;5.7
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;5.3
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;11.6
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;18.3
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;16.8
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;15.8
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;14.7
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;13.5
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;13.1
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;12.1
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;11.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pasvalio r. sav.;proc.;11.4
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;6.1
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;7.5
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;8.6
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;11.8
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;14.5
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;14.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;11.8
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;12.5
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;9.9
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;6.8
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;6.2
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;5.5
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;11.2
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;17.2
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;13.6
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;12.8
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;12.9
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;12.4
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;12.2
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;11.3
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;11.6
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rokiškio r. sav.;proc.;12.5
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;10.6
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;14.9
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;18.1
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;22.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;23.8
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;22.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;19.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;16.7
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;13.0
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;9.4
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;6.7
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;7.4
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;15.2
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;20.5
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;17.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;16.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;16.4
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;14.5
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;13.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;13.6
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;12.3
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Akmenės r. sav.;proc.;12.5
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;5.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;7.9
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;9.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;14.5
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;18.2
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;15.9
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;12.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;12.6
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;10.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;7.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;5.5
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;5.1
