;neighbourhood;street;municipality;houses;str_type
750;Naujininkai;Kelmijos Sodų 50-oji g. ;Vilnius;19;Sodas
751;Naujininkai;Kelmijos Sodų 51-oji g. ;Vilnius;37;Sodas
752;Naujininkai;Kelmijos Sodų 52-oji g. ;Vilnius;12;Sodas
753;Naujininkai;Kelmijos Sodų 53-ioji g. ;Vilnius;23;Sodas
754;Naujininkai;Kelmijos Sodų 54-oji g. ;Vilnius;29;Sodas
755;Naujininkai;Kelmijos Sodų 55-oji g. ;Vilnius;16;Sodas
756;Naujininkai;Kelmijos Sodų 56-oji g. ;Vilnius;26;Sodas
757;Naujininkai;Kelmijos Sodų 57-oji g. ;Vilnius;17;Sodas
758;Naujininkai;Kelmijos Sodų 58-oji g. ;Vilnius;17;Sodas
759;Naujininkai;Kelmijos Sodų 59-oji g. ;Vilnius;17;Sodas
760;Naujininkai;Kelmijos Sodų 6-oji g. ;Vilnius;17;Sodas
761;Naujininkai;Kelmijos Sodų 60-oji g. ;Vilnius;17;Sodas
762;Naujininkai;Kelmijos Sodų 61-oji g. ;Vilnius;20;Sodas
763;Naujininkai;Kelmijos Sodų 62-oji g. ;Vilnius;36;Sodas
764;Naujininkai;Kelmijos Sodų 63-ioji g. ;Vilnius;36;Sodas
765;Naujininkai;Kelmijos Sodų 64-oji g. ;Vilnius;32;Sodas
766;Naujininkai;Kelmijos Sodų 65-oji g. ;Vilnius;13;Sodas
767;Naujininkai;Kelmijos Sodų 66-oji g. ;Vilnius;10;Sodas
768;Naujininkai;Kelmijos Sodų 67-oji g. ;Vilnius;13;Sodas
769;Naujininkai;Kelmijos Sodų 68-oji g. ;Vilnius;11;Sodas
770;Naujininkai;Kelmijos Sodų 69-oji g. ;Vilnius;32;Sodas
771;Naujininkai;Kelmijos Sodų 7-oji g. ;Vilnius;17;Sodas
772;Naujininkai;Kelmijos Sodų 70-oji g. ;Vilnius;24;Sodas
773;Naujininkai;Kelmijos Sodų 71-oji g. ;Vilnius;71;Sodas
774;Naujininkai;Kelmijos Sodų 72-oji g. ;Vilnius;31;Sodas
775;Naujininkai;Kelmijos Sodų 73-ioji g. ;Vilnius;29;Sodas
776;Naujininkai;Kelmijos Sodų 74-oji g. ;Vilnius;19;Sodas
777;Naujininkai;Kelmijos Sodų 75-oji g. ;Vilnius;33;Sodas
778;Naujininkai;Kelmijos Sodų 76-oji g. ;Vilnius;14;Sodas
779;Naujininkai;Kelmijos Sodų 77-oji g. ;Vilnius;10;Sodas
780;Naujininkai;Kelmijos Sodų 78-oji g. ;Vilnius;14;Sodas
781;Naujininkai;Kelmijos Sodų 79-oji g. ;Vilnius;9;Sodas
782;Naujininkai;Kelmijos Sodų 8-oji g. ;Vilnius;30;Sodas
783;Naujininkai;Kelmijos Sodų 80-oji g. ;Vilnius;70;Sodas
784;Naujininkai;Kelmijos Sodų 81-oji g. ;Vilnius;25;Sodas
785;Naujininkai;Kelmijos Sodų 82-oji g. ;Vilnius;22;Sodas
786;Naujininkai;Kelmijos Sodų 83-ioji g. ;Vilnius;18;Sodas
787;Naujininkai;Kelmijos Sodų 84-oji g. ;Vilnius;25;Sodas
788;Naujininkai;Kelmijos Sodų 85-oji g. ;Vilnius;49;Sodas
789;Naujininkai;Kelmijos Sodų 86-oji g. ;Vilnius;46;Sodas
790;Naujininkai;Kelmijos Sodų 9-oji g. ;Vilnius;43;Sodas
791;Naujininkai;Konduktorių g. ;Vilnius;15;Kitas
792;Naujininkai;Krakūnų g. ;Vilnius;1;Kitas
793;Naujininkai;Kuršių g. ;Vilnius;28;Kitas
794;Naujininkai;Kuzmiškių g. ;Vilnius;11;Kitas
795;Naujininkai;Lenkų g. ;Vilnius;14;Kitas
796;Naujininkai;Liepkalnio g. ;Vilnius;74 iš 242;Kitas
797;Naujininkai;Mančiagirės g. ;Vilnius;8;Kitas
798;Naujininkai;Mechanikų g. ;Vilnius;90;Kitas
799;Naujininkai;Meistrų g. ;Vilnius;14;Kitas
800;Naujininkai;Melioratorių g. ;Vilnius;64;Kitas
801;Naujininkai;Merkinės g. ;Vilnius;15;Kitas
802;Naujininkai;Metalo g. ;Vilnius;45;Kitas
803;Naujininkai;Mindaugo Balavako g.;Vilnius;;Kitas
804;Naujininkai;Miškinių Sodų g. ;Vilnius;29;Sodas
805;Naujininkai;Miškinių Sodų 1-oji g. ;Vilnius;11;Sodas
806;Naujininkai;Miškinių Sodų 2-oji g. ;Vilnius;18;Sodas
807;Naujininkai;Molynės g. ;Vilnius;24;Kitas
808;Naujininkai;Motorų g. ;Vilnius;21;Kitas
809;Naujininkai;Naujininkų g. ;Vilnius;29 iš 33;Kitas
810;Naujininkai;Navasiškių g. ;Vilnius;28;Kitas
811;Naujininkai;Nemėžėlės g. ;Vilnius;8;Kitas
812;Naujininkai;Oreivių g.;Vilnius;;Kitas
813;Naujininkai;Pabarės g. ;Vilnius;12;Kitas
814;Naujininkai;Pakupečių g. ;Vilnius;16;Kitas
815;Naujininkai;Palionių g. ;Vilnius;13;Kitas
816;Naujininkai;Panevėžio g. ;Vilnius;25;Kitas
817;Naujininkai;Pelesos g. ;Vilnius;20 iš 40;Kitas
818;Naujininkai;Perlamo g.;Vilnius;;Kitas
819;Naujininkai;Perlojos g. ;Vilnius;14;Kitas
820;Naujininkai;Petro Joniko g. ;Vilnius;10;Kitas
821;Naujininkai;Pilikonių g. ;Vilnius;31;Kitas
822;Naujininkai;Pivašiūnų g. ;Vilnius;6;Kitas
823;Naujininkai;Povų g. ;Vilnius;19;Kitas
824;Naujininkai;Pranciškaus Žvirkos g. ;Vilnius;7;Kitas
825;Naujininkai;Prano Skardžiaus g. ;Vilnius;12;Kitas
826;Naujininkai;Prūsų g. ;Vilnius;19;Kitas
827;Naujininkai;Pumpurų g. ;Vilnius;23;Kitas
828;Naujininkai;Pupinės g. ;Vilnius;14;Kitas
829;Naujininkai;Pustabalių g. ;Vilnius;6;Kitas
830;Naujininkai;Raistelių g. ;Vilnius;15 iš 18;Kitas
831;Naujininkai;Ričardo Rabavičiaus g.;Vilnius;;Kitas
832;Naujininkai;Riešutų g. ;Vilnius;12;Kitas
833;Naujininkai;Ringės g. ;Vilnius;17;Kitas
834;Naujininkai;Rodūnios kelias ;Vilnius;32;Kitas
835;Naujininkai;Rodūnios Sodų 1-oji g. ;Vilnius;6;Sodas
836;Naujininkai;Rodūnios Sodų 10-oji g. ;Vilnius;8;Sodas
837;Naujininkai;Rodūnios Sodų 11-oji g. ;Vilnius;12;Sodas
838;Naujininkai;Rodūnios Sodų 12-oji g. ;Vilnius;13;Sodas
839;Naujininkai;Rodūnios Sodų 13-oji g. ;Vilnius;5;Sodas
840;Naujininkai;Rodūnios Sodų 14-oji g. ;Vilnius;8;Sodas
841;Naujininkai;Rodūnios Sodų 15-oji g. ;Vilnius;8;Sodas
842;Naujininkai;Rodūnios Sodų 16-oji g. ;Vilnius;8;Sodas
843;Naujininkai;Rodūnios Sodų 17-oji g. ;Vilnius;6;Sodas
844;Naujininkai;Rodūnios Sodų 18-oji g. ;Vilnius;7;Sodas
845;Naujininkai;Rodūnios Sodų 19-oji g. ;Vilnius;6;Sodas
846;Naujininkai;Rodūnios Sodų 2-oji g. ;Vilnius;11;Sodas
847;Naujininkai;Rodūnios Sodų 20-oji g. ;Vilnius;4;Sodas
848;Naujininkai;Rodūnios Sodų 21-oji g. ;Vilnius;3;Sodas
849;Naujininkai;Rodūnios Sodų 22-oji g. ;Vilnius;3;Sodas
850;Naujininkai;Rodūnios Sodų 23-ioji g. ;Vilnius;2;Sodas
851;Naujininkai;Rodūnios Sodų 24-oji g. ;Vilnius;4;Sodas
852;Naujininkai;Rodūnios Sodų 3-ioji g. ;Vilnius;9;Sodas
853;Naujininkai;Rodūnios Sodų 4-oji g. ;Vilnius;10;Sodas
854;Naujininkai;Rodūnios Sodų 5-oji g. ;Vilnius;7;Sodas
855;Naujininkai;Rodūnios Sodų 6-oji g. ;Vilnius;10;Sodas
856;Naujininkai;Rodūnios Sodų 7-oji g. ;Vilnius;4;Sodas
857;Naujininkai;Rodūnios Sodų 8-oji g. ;Vilnius;2;Sodas
858;Naujininkai;Rodūnios Sodų 9-oji g. ;Vilnius;5;Sodas
859;Naujininkai;Rudaminos g. ;Vilnius;9;Kitas
860;Naujininkai;Sakalaičių g. ;Vilnius;12;Kitas
861;Naujininkai;Sakalaičių Sodų 1-oji g. ;Vilnius;14;Sodas
862;Naujininkai;Sakalaičių Sodų 10-oji g. ;Vilnius;13;Sodas
863;Naujininkai;Sakalaičių Sodų 11-oji g. ;Vilnius;9;Sodas
864;Naujininkai;Sakalaičių Sodų 12-oji g. ;Vilnius;11;Sodas
865;Naujininkai;Sakalaičių Sodų 2-oji g. ;Vilnius;27;Sodas
866;Naujininkai;Sakalaičių Sodų 3-ioji g. ;Vilnius;27;Sodas
867;Naujininkai;Sakalaičių Sodų 4-oji g. ;Vilnius;62;Sodas
868;Naujininkai;Sakalaičių Sodų 5-oji g. ;Vilnius;64;Sodas
869;Naujininkai;Sakalaičių Sodų 6-oji g. ;Vilnius;51;Sodas
870;Naujininkai;Sakalaičių Sodų 7-oji g. ;Vilnius;44;Sodas
871;Naujininkai;Sakalaičių Sodų 8-oji g. ;Vilnius;50;Sodas
872;Naujininkai;Sakalaičių Sodų 9-oji g. ;Vilnius;42;Sodas
873;Naujininkai;Salininkų g. ;Vilnius;96;Kitas
874;Naujininkai;Salininkų Sodų 1-oji g. ;Vilnius;20;Sodas
875;Naujininkai;Salininkų Sodų 10-oji g. ;Vilnius;15;Sodas
876;Naujininkai;Salininkų Sodų 11-oji g. ;Vilnius;8;Sodas
877;Naujininkai;Salininkų Sodų 12-oji g. ;Vilnius;13;Sodas
878;Naujininkai;Salininkų Sodų 14-oji g. ;Vilnius;3;Sodas
879;Naujininkai;Salininkų Sodų 15-oji g. ;Vilnius;6;Sodas
880;Naujininkai;Salininkų Sodų 16-oji g. ;Vilnius;3;Sodas
881;Naujininkai;Salininkų Sodų 17-oji g. ;Vilnius;4;Sodas
882;Naujininkai;Salininkų Sodų 2-oji g. ;Vilnius;23;Sodas
883;Naujininkai;Salininkų Sodų 3-ioji g. ;Vilnius;27;Sodas
884;Naujininkai;Salininkų Sodų 4-oji g. ;Vilnius;28;Sodas
885;Naujininkai;Salininkų Sodų 5-oji g. ;Vilnius;34;Sodas
886;Naujininkai;Salininkų Sodų 6-oji g. ;Vilnius;6;Sodas
887;Naujininkai;Salininkų Sodų 7-oji g. ;Vilnius;11;Sodas
888;Naujininkai;Salininkų Sodų 8-oji g. ;Vilnius;4;Sodas
889;Naujininkai;Salininkų Sodų 9-oji g. ;Vilnius;6;Sodas
890;Naujininkai;Sartų g. ;Vilnius;5;Kitas
891;Naujininkai;Sebastijoniškių g. ;Vilnius;22;Kitas
892;Naujininkai;Skaisteros g. ;Vilnius;21;Kitas
893;Naujininkai;Sniego g. ;Vilnius;3;Kitas
894;Naujininkai;Sparno g. ;Vilnius;5;Kitas
895;Naujininkai;Spenglos g. ;Vilnius;12;Kitas
896;Naujininkai;Stanislovo Orlavičiaus g.;Vilnius;;Kitas
897;Naujininkai;Stasio Samalavičiaus g. ;Vilnius;3;Kitas
898;Naujininkai;Šalčininkų g. ;Vilnius;38;Kitas
899;Naujininkai;Šalčios g. ;Vilnius;13;Kitas
900;Naujininkai;Šaltkalvių g. ;Vilnius;35;Kitas
901;Naujininkai;Šumsko g. ;Vilnius;12;Kitas
902;Naujininkai;Tabariškių g. ;Vilnius;11;Kitas
903;Naujininkai;Tarpkalnio g. ;Vilnius;36;Kitas
904;Naujininkai;Telšių g. ;Vilnius;19;Kitas
905;Naujininkai;Tyzenhauzų g. ;Vilnius;45 iš 59;Kitas
906;Naujininkai;Trobų g. ;Vilnius;5;Kitas
907;Naujininkai;Tunelio g. ;Vilnius;24;Kitas
908;Naujininkai;Upelio g. ;Vilnius;14;Kitas
909;Naujininkai;Užusienio g. ;Vilnius;127;Kitas
910;Naujininkai;Vaikų g. ;Vilnius;25;Kitas
911;Naujininkai;Vaivorykštės g. ;Vilnius;12;Kitas
912;Naujininkai;Valakų g. ;Vilnius;18;Kitas
913;Naujininkai;Varėnos g. ;Vilnius;15;Kitas
914;Naujininkai;Versekos g. ;Vilnius;12;Kitas
915;Naujininkai;Vikingų g. ;Vilnius;3;Kitas
916;Naujininkai;Visinčios g. ;Vilnius;6;Kitas
917;Naujininkai;Vyšnių g. ;Vilnius;6;Kitas
918;Naujininkai;Vladimiro Toporovo g. ;Vilnius;3;Kitas
919;Naujininkai;Zanavykų g. ;Vilnius;11;Kitas
920;Naujininkai;Zervynų g. ;Vilnius;6;Kitas
921;Naujininkai;Zigmo Gėlės g. ;Vilnius;20;Kitas
922;Naujininkai;Zuikių g. ;Vilnius;10 iš 35;Kitas
923;Naujininkai;Žadiškių g. ;Vilnius;1;Kitas
924;Naujininkai;Žaliojo Kelio 1-oji g. ;Vilnius;14;Kitas
925;Naujininkai;Žaliojo Kelio 2-oji g. ;Vilnius;17;Kitas
926;Naujininkai;Žirnių g. ;Vilnius;36;Kitas
927;Naujininkai;Žiūrų g. ;Vilnius;23;Kitas
928;Naujininkai;Žižmos g. ;Vilnius;4;Kitas
929;Naujoji Vilnia;Jūrotiškių g. ;Vilnius;4;Kitas
930;Naujoji Vilnia;Justino Staugaičio g. ;Vilnius;31;Kitas
931;Naujoji Vilnia;K. Čibiro g. ;Vilnius;17;Kitas
932;Naujoji Vilnia;K. Jakubėno g. ;Vilnius;6;Kitas
933;Naujoji Vilnia;K. Stašio g. ;Vilnius;4;Kitas
934;Naujoji Vilnia;Kalnėnų g. ;Vilnius;80;Kitas
935;Naujoji Vilnia;Kalno g. ;Vilnius;61 iš 96;Kitas
936;Naujoji Vilnia;Kampo g. ;Vilnius;13;Kitas
937;Naujoji Vilnia;Kaniaviškių g. ;Vilnius;21;Kitas
938;Naujoji Vilnia;Karelų g.;Vilnius;;Kitas
939;Naujoji Vilnia;Karklėnų g. ;Vilnius;9;Kitas
940;Naujoji Vilnia;Karklų g. ;Vilnius;37;Kitas
941;Naujoji Vilnia;Katkų g. ;Vilnius;2;Kitas
942;Naujoji Vilnia;Kazio Bizausko g. ;Vilnius;73;Kitas
943;Naujoji Vilnia;Keltų g.;Vilnius;;Kitas
944;Naujoji Vilnia;Kijevo g. ;Vilnius;1;Kitas
945;Naujoji Vilnia;Kiminų g. ;Vilnius;21;Kitas
946;Naujoji Vilnia;Kirtavietės g. ;Vilnius;7;Kitas
947;Naujoji Vilnia;Kišiniovo g. ;Vilnius;9;Kitas
948;Naujoji Vilnia;Kyvės g.;Vilnius;;Kitas
949;Naujoji Vilnia;Klonių g. ;Vilnius;11;Kitas
950;Naujoji Vilnia;Kroatų g. ;Vilnius;28;Kitas
951;Naujoji Vilnia;Kučkuriškių g. ;Vilnius;5;Kitas
952;Naujoji Vilnia;Kuodiškių g. ;Vilnius;24;Kitas
953;Naujoji Vilnia;Kurapkų g. ;Vilnius;31;Kitas
954;Naujoji Vilnia;Lazūnų g. ;Vilnius;3;Kitas
955;Naujoji Vilnia;Leonardo Palevičiaus g. ;Vilnius;24;Kitas
956;Naujoji Vilnia;Levidonių g. ;Vilnius;52;Kitas
957;Naujoji Vilnia;Liepto g. ;Vilnius;15;Kitas
958;Naujoji Vilnia;Linksmoji g. ;Vilnius;49;Kitas
959;Naujoji Vilnia;Linų g. ;Vilnius;12;Kitas
960;Naujoji Vilnia;Lipniškių g. ;Vilnius;13;Kitas
961;Naujoji Vilnia;Liškiavos g. ;Vilnius;13;Kitas
962;Naujoji Vilnia;Lyvių g. ;Vilnius;12;Kitas
963;Naujoji Vilnia;Lukšinės g. ;Vilnius;32;Kitas
964;Naujoji Vilnia;M. Balinskio g. ;Vilnius;12;Kitas
965;Naujoji Vilnia;M. Davainio-Silvestraičio g. ;Vilnius;4;Kitas
966;Naujoji Vilnia;M. Šikšnio g. ;Vilnius;71;Kitas
967;Naujoji Vilnia;Maltiečių g.;Vilnius;;Kitas
968;Naujoji Vilnia;Martyno Yčo g. ;Vilnius;14;Kitas
969;Naujoji Vilnia;Mečislovo Reinio g. ;Vilnius;34;Kitas
970;Naujoji Vilnia;Medaus g. ;Vilnius;39;Kitas
971;Naujoji Vilnia;Medonešio g. ;Vilnius;6;Kitas
972;Naujoji Vilnia;Meškonių g. ;Vilnius;1;Kitas
973;Naujoji Vilnia;Mickūnų g. ;Vilnius;15;Kitas
974;Naujoji Vilnia;Migūnų g. ;Vilnius;8;Kitas
975;Naujoji Vilnia;Mykolo Krupavičiaus g. ;Vilnius;32;Kitas
976;Naujoji Vilnia;Mindaugo Tomonio g.;Vilnius;;Kitas
977;Naujoji Vilnia;Minsko pl. ;Vilnius;24 iš 57;Kitas
978;Naujoji Vilnia;Mirtų g. ;Vilnius;25;Kitas
979;Naujoji Vilnia;Moldovos g. ;Vilnius;25;Kitas
980;Naujoji Vilnia;Mūrinė g. ;Vilnius;30;Kitas
981;Naujoji Vilnia;Nasturtų g. ;Vilnius;23;Kitas
982;Naujoji Vilnia;Naujoji g. ;Vilnius;11;Kitas
983;Naujoji Vilnia;Nendrių g.;Vilnius;;Kitas
984;Naujoji Vilnia;Norberto Vėliaus g. ;Vilnius;15;Kitas
985;Naujoji Vilnia;Norvegų g. ;Vilnius;10;Kitas
986;Naujoji Vilnia;P. B. Šivickio g. ;Vilnius;37;Kitas
987;Naujoji Vilnia;P. Žižmaro g. ;Vilnius;10;Kitas
988;Naujoji Vilnia;Paeglinės g. ;Vilnius;25;Kitas
989;Naujoji Vilnia;Paeglinės Sodų 1-oji g. ;Vilnius;40;Sodas
990;Naujoji Vilnia;Paeglinės Sodų 10-oji g. ;Vilnius;16;Sodas
991;Naujoji Vilnia;Paeglinės Sodų 2-oji g. ;Vilnius;27;Sodas
992;Naujoji Vilnia;Paeglinės Sodų 3-ioji g. ;Vilnius;6;Sodas
993;Naujoji Vilnia;Paeglinės Sodų 4-oji g. ;Vilnius;20;Sodas
994;Naujoji Vilnia;Paeglinės Sodų 5-oji g. ;Vilnius;31;Sodas
995;Naujoji Vilnia;Paeglinės Sodų 6-oji g. ;Vilnius;19;Sodas
996;Naujoji Vilnia;Paeglinės Sodų 7-oji g. ;Vilnius;18;Sodas
997;Naujoji Vilnia;Paeglinės Sodų 8-oji g. ;Vilnius;16;Sodas
998;Naujoji Vilnia;Paeglinės Sodų 9-oji g. ;Vilnius;20;Sodas
999;Naujoji Vilnia;Palaukės g. ;Vilnius;9;Kitas
1000;Naujoji Vilnia;Palydovo g. ;Vilnius;104;Kitas
1001;Naujoji Vilnia;Pamiškio g. ;Vilnius;13;Kitas
1002;Naujoji Vilnia;Paparčių g. ;Vilnius;25;Kitas
1003;Naujoji Vilnia;Parko g. ;Vilnius;69;Kitas
1004;Naujoji Vilnia;Pavėsio g. ;Vilnius;15;Kitas
1005;Naujoji Vilnia;Pavilnio g. ;Vilnius;14 iš 16;Kitas
1006;Naujoji Vilnia;Pavilnio Sodų 1-oji g. ;Vilnius;21;Sodas
1007;Naujoji Vilnia;Pavilnio Sodų 10-oji g. ;Vilnius;17;Sodas
1008;Naujoji Vilnia;Pavilnio Sodų 11-oji g. ;Vilnius;22;Sodas
1009;Naujoji Vilnia;Pavilnio Sodų 12-oji g. ;Vilnius;15;Sodas
1010;Naujoji Vilnia;Pavilnio Sodų 13-oji g. ;Vilnius;13;Sodas
1011;Naujoji Vilnia;Pavilnio Sodų 14-oji g. ;Vilnius;15;Sodas
1012;Naujoji Vilnia;Pavilnio Sodų 15-oji g. ;Vilnius;16;Sodas
1013;Naujoji Vilnia;Pavilnio Sodų 16-oji g. ;Vilnius;17;Sodas
1014;Naujoji Vilnia;Pavilnio Sodų 17-oji g. ;Vilnius;47;Sodas
1015;Naujoji Vilnia;Pavilnio Sodų 18-oji g. ;Vilnius;16;Sodas
1016;Naujoji Vilnia;Pavilnio Sodų 19-oji g. ;Vilnius;32;Sodas
1017;Naujoji Vilnia;Pavilnio Sodų 2-oji g. ;Vilnius;24;Sodas
1018;Naujoji Vilnia;Pavilnio Sodų 20-oji g. ;Vilnius;27;Sodas
1019;Naujoji Vilnia;Pavilnio Sodų 21-oji g. ;Vilnius;9;Sodas
1020;Naujoji Vilnia;Pavilnio Sodų 22-oji g. ;Vilnius;12;Sodas
1021;Naujoji Vilnia;Pavilnio Sodų 3-ioji g. ;Vilnius;21;Sodas
1022;Naujoji Vilnia;Pavilnio Sodų 4-oji g. ;Vilnius;41;Sodas
1023;Naujoji Vilnia;Pavilnio Sodų 5-oji g. ;Vilnius;16;Sodas
1024;Naujoji Vilnia;Pavilnio Sodų 6-oji g. ;Vilnius;16;Sodas
1025;Naujoji Vilnia;Pavilnio Sodų 7-oji g. ;Vilnius;16;Sodas
1026;Naujoji Vilnia;Pavilnio Sodų 8-oji g. ;Vilnius;34;Sodas
1027;Naujoji Vilnia;Pavilnio Sodų 9-oji g. ;Vilnius;9;Sodas
1028;Naujoji Vilnia;Pempių g. ;Vilnius;6;Kitas
1029;Naujoji Vilnia;Pempių Sodų g. ;Vilnius;21;Sodas
1030;Naujoji Vilnia;Pempių Sodų 1-oji g. ;Vilnius;19;Sodas
1031;Naujoji Vilnia;Pempių Sodų 2-oji g. ;Vilnius;37;Sodas
1032;Naujoji Vilnia;Pempių Sodų 3-ioji g. ;Vilnius;18;Sodas
1033;Naujoji Vilnia;Pergalės g. ;Vilnius;42;Kitas
1034;Naujoji Vilnia;Petro Babickio g. ;Vilnius;10;Kitas
1035;Naujoji Vilnia;Petro Leono g.;Vilnius;;Kitas
1036;Naujoji Vilnia;Plynės g. ;Vilnius;14;Kitas
1037;Naujoji Vilnia;Plytų g. ;Vilnius;17;Kitas
1038;Naujoji Vilnia;Portugalų g. ;Vilnius;24;Kitas
1039;Naujoji Vilnia;Povilo Plechavičiaus g. ;Vilnius;6;Kitas
1040;Naujoji Vilnia;Pramonės g. ;Vilnius;142;Kitas
1041;Naujoji Vilnia;Prancūzų g. ;Vilnius;26;Kitas
1042;Naujoji Vilnia;Prano Dovydaičio g. ;Vilnius;14;Kitas
1043;Naujoji Vilnia;Priekalo g. ;Vilnius;3;Kitas
1044;Naujoji Vilnia;Pūčkorių g. ;Vilnius;9;Kitas
1045;Naujoji Vilnia;Punios g. ;Vilnius;11;Kitas
1046;Naujoji Vilnia;R. Mackonio g. ;Vilnius;19;Kitas
1047;Naujoji Vilnia;Raigardo g. ;Vilnius;5;Kitas
1048;Naujoji Vilnia;Rakonių g. ;Vilnius;29;Kitas
1049;Naujoji Vilnia;Retkonių g. ;Vilnius;4;Kitas
1050;Naujoji Vilnia;Riešutynės g. ;Vilnius;33;Kitas
1051;Naujoji Vilnia;Rimdžiūnų g. ;Vilnius;10;Kitas
1052;Naujoji Vilnia;Rytų g. ;Vilnius;49;Kitas
1053;Naujoji Vilnia;Rokantiškių g. ;Vilnius;29 iš 82;Kitas
1054;Naujoji Vilnia;Rokantos g. ;Vilnius;9;Kitas
1055;Naujoji Vilnia;Rugiagėlių g. ;Vilnius;23;Kitas
1056;Naujoji Vilnia;Rukainių g. ;Vilnius;61 iš 62;Kitas
1057;Naujoji Vilnia;Rumunų g. ;Vilnius;2;Kitas
1058;Naujoji Vilnia;S. Raštikio g. ;Vilnius;28;Kitas
1059;Naujoji Vilnia;Saliamono Banaičio g. ;Vilnius;17;Kitas
1060;Naujoji Vilnia;Samalaukės g. ;Vilnius;13;Kitas
1061;Naujoji Vilnia;Samių g.;Vilnius;;Kitas
1062;Naujoji Vilnia;Saulenių g. ;Vilnius;2;Kitas
1063;Naujoji Vilnia;Savičiūnų g. ;Vilnius;21;Kitas
1064;Naujoji Vilnia;Skaidiškių g. ;Vilnius;17;Kitas
1065;Naujoji Vilnia;Skardžio g. ;Vilnius;21;Kitas
1066;Naujoji Vilnia;Skydo g. ;Vilnius;19;Kitas
1067;Naujoji Vilnia;Slovėnų g. ;Vilnius;4;Kitas
1068;Naujoji Vilnia;Smurgainių g. ;Vilnius;8;Kitas
1069;Naujoji Vilnia;Sodelių g. ;Vilnius;5;Kitas
1070;Naujoji Vilnia;Sodžiaus g. ;Vilnius;45;Kitas
1071;Naujoji Vilnia;Stanislovo Narutavičiaus g. ;Vilnius;43;Kitas
1072;Naujoji Vilnia;Stasio Antano Bačkio g. ;Vilnius;28;Kitas
1073;Naujoji Vilnia;Stasio Lozoraičio g. ;Vilnius;42;Kitas
1074;Naujoji Vilnia;Stasio Šalkausko g. ;Vilnius;7;Kitas
1075;Naujoji Vilnia;Stasio Šilingo g. ;Vilnius;80;Kitas
1076;Naujoji Vilnia;Stepono Batoro g. ;Vilnius;39 iš 103;Kitas
1077;Naujoji Vilnia;Strielčiukų g. ;Vilnius;38;Kitas
1078;Naujoji Vilnia;Suomių g. ;Vilnius;14;Kitas
1079;Naujoji Vilnia;Svajos g. ;Vilnius;40;Kitas
1080;Naujoji Vilnia;Svyrių g. ;Vilnius;5;Kitas
1081;Naujoji Vilnia;Šalavijų g. ;Vilnius;1;Kitas
1082;Naujoji Vilnia;Šatrininkų g. ;Vilnius;13;Kitas
1083;Naujoji Vilnia;Šiaurės g. ;Vilnius;54;Kitas
1084;Naujoji Vilnia;Šiaurės Sodų 1-oji g. ;Vilnius;55;Sodas
1085;Naujoji Vilnia;Šiaurės Sodų 2-oji g. ;Vilnius;11;Sodas
1086;Naujoji Vilnia;Šiaurės Sodų 3-ioji g. ;Vilnius;62;Sodas
1087;Naujoji Vilnia;Šiaurės Sodų 4-oji g. ;Vilnius;88;Sodas
1088;Naujoji Vilnia;Šiaurės Sodų 5-oji g. ;Vilnius;40;Sodas
1089;Naujoji Vilnia;Šiaurės Sodų 6-oji g. ;Vilnius;39;Sodas
1090;Naujoji Vilnia;Šiaurės Sodų 7-oji g. ;Vilnius;21;Sodas
1091;Naujoji Vilnia;Šiaurės Sodų 8-oji g. ;Vilnius;12;Sodas
1092;Naujoji Vilnia;Širšių g. ;Vilnius;8;Kitas
1093;Naujoji Vilnia;Škotų g. ;Vilnius;36;Kitas
1094;Naujoji Vilnia;Švarioji g. ;Vilnius;24;Kitas
1095;Naujoji Vilnia;Švedų g. ;Vilnius;22;Kitas
1096;Naujoji Vilnia;Šveicarų g. ;Vilnius;15;Kitas
1097;Naujoji Vilnia;Švendubrės g. ;Vilnius;11;Kitas
1098;Naujoji Vilnia;Taboro g. ;Vilnius;3;Kitas
1099;Naujoji Vilnia;Tako g. ;Vilnius;13;Kitas
1100;Naujoji Vilnia;Taugotiškių g. ;Vilnius;31;Kitas
1101;Naujoji Vilnia;Tolimoji g. ;Vilnius;54;Kitas
1102;Naujoji Vilnia;Tolimosios Sodų g. ;Vilnius;46;Sodas
1103;Naujoji Vilnia;Tolimosios Sodų 1-oji g. ;Vilnius;26;Sodas
1104;Naujoji Vilnia;Tolimosios Sodų 2-oji g. ;Vilnius;35;Sodas
1105;Naujoji Vilnia;Tolimosios Sodų 3-ioji g. ;Vilnius;14;Sodas
1106;Naujoji Vilnia;Tolimosios Sodų 4-oji g. ;Vilnius;34;Sodas
1107;Naujoji Vilnia;Topolių g. ;Vilnius;12;Kitas
1108;Naujoji Vilnia;Tremtinių g. ;Vilnius;10;Kitas
1109;Naujoji Vilnia;Tulpių g. ;Vilnius;5;Kitas
1110;Naujoji Vilnia;Tuputiškių g. ;Vilnius;37;Kitas
1111;Naujoji Vilnia;Turmanto g.;Vilnius;;Kitas
1112;Naujoji Vilnia;Ukrainiečių g. ;Vilnius;34;Kitas
1113;Naujoji Vilnia;Ūlos g. ;Vilnius;10;Kitas
1114;Naujoji Vilnia;Untulių g. ;Vilnius;23;Kitas
1115;Naujoji Vilnia;Uosių g. ;Vilnius;57;Kitas
