;neighbourhood;street;municipality;houses;str_type
2311;Vilkpėdė;Žemaitės g. ;Vilnius;17 iš 23;Kitas
2312;Viršuliškės;A. Sacharovo a.;Vilnius;;Kitas
2313;Viršuliškės;Ąžuolyno g. ;Vilnius;4 iš 13;Kitas
2314;Viršuliškės;Č. Sugiharos g. ;Vilnius;7;Kitas
2315;Viršuliškės;Juozo Rutkausko g. ;Vilnius;3;Kitas
2316;Viršuliškės;Jurgio Matulaičio a. ;Vilnius;6;Kitas
2317;Viršuliškės;Justiniškių g. ;Vilnius;41 iš 124;Kitas
2318;Viršuliškės;Laisvės pr. ;Vilnius;16 iš 124;Kitas
2319;Viršuliškės;Pilaitės pr. ;Vilnius;1 iš 15;Kitas
2320;Viršuliškės;Rygos g. ;Vilnius;7 iš 53;Kitas
2321;Viršuliškės;Spaudos g.;Vilnius;;Kitas
2322;Viršuliškės;Sudervės kelias ;Vilnius;2 iš 7;Kitas
2323;Viršuliškės;Šešuolių g. ;Vilnius;9;Kitas
2324;Viršuliškės;Tujų g. ;Vilnius;18;Kitas
2325;Viršuliškės;Viršilų g. ;Vilnius;5;Kitas
2326;Viršuliškės;Viršuliškių g. ;Vilnius;96;Kitas
2327;Viršuliškės;Viršuliškių skg. ;Vilnius;23;Kitas
2328;Viršuliškės;Vito Lingio g.;Vilnius;;Kitas
2329;Žirmūnai;Apkasų g. ;Vilnius;26;Kitas
2330;Žirmūnai;Bronislovo Laurinavičiaus skv.;Vilnius;;Kitas
2331;Žirmūnai;J. Galvydžio g. ;Vilnius;6;Kitas
2332;Žirmūnai;J. Kubiliaus g. ;Vilnius;14;Kitas
2333;Žirmūnai;J. Treinio g. ;Vilnius;3;Kitas
2334;Žirmūnai;Kalvarijų g. ;Vilnius;32 iš 349;Kitas
2335;Žirmūnai;Kareivių g. ;Vilnius;33;Kitas
2336;Žirmūnai;Kazimiero Ladygos g. ;Vilnius;3;Kitas
2337;Žirmūnai;Kazliškių g. ;Vilnius;12;Kitas
2338;Žirmūnai;Lakūnų g. ;Vilnius;19;Kitas
2339;Žirmūnai;M. Katkaus g. ;Vilnius;21;Kitas
2340;Žirmūnai;Minties g. ;Vilnius;53;Kitas
2341;Žirmūnai;Neries g. ;Vilnius;1;Kitas
2342;Žirmūnai;Olimpiečių g. ;Vilnius;12;Kitas
2343;Žirmūnai;P. Lukšio g. ;Vilnius;18;Kitas
2344;Žirmūnai;Pulko g. ;Vilnius;3;Kitas
2345;Žirmūnai;Raitininkų g. ;Vilnius;14;Kitas
2346;Žirmūnai;Rinktinės g. ;Vilnius;31 iš 61;Kitas
2347;Žirmūnai;Riterių g.;Vilnius;;Kitas
2348;Žirmūnai;S. Žukausko g. ;Vilnius;27;Kitas
2349;Žirmūnai;Sporto g. ;Vilnius;17;Kitas
2350;Žirmūnai;Šeimyniškių g. ;Vilnius;18 iš 47;Kitas
2351;Žirmūnai;Trimitų g. ;Vilnius;1 iš 9;Kitas
2352;Žirmūnai;Tuskulėnų g. ;Vilnius;82;Kitas
2353;Žirmūnai;Ulonų g. ;Vilnius;4;Kitas
2354;Žirmūnai;V. Nagevičiaus g. ;Vilnius;4;Kitas
2355;Žirmūnai;Verkių g. ;Vilnius;45 iš 139;Kitas
2356;Žirmūnai;Žalgirio g. ;Vilnius;6 iš 36;Kitas
2357;Žirmūnai;Žygio g. ;Vilnius;53;Kitas
2358;Žirmūnai;Žirmūnų g. ;Vilnius;229;Kitas
2359;Žirmūnai;Žvalgų g. ;Vilnius;2 iš 4;Kitas
2360;Žvėrynas;A. Mickevičiaus g. ;Vilnius;37;Kitas
2361;Žvėrynas;Bebrų g. ;Vilnius;22;Kitas
2362;Žvėrynas;Birutės g. ;Vilnius;58;Kitas
2363;Žvėrynas;Blindžių g. ;Vilnius;37;Kitas
2364;Žvėrynas;D. Poškos g. ;Vilnius;63;Kitas
2365;Žvėrynas;Danielių g. ;Vilnius;6;Kitas
2366;Žvėrynas;Džocharo Dudajevo skv.;Vilnius;;Kitas
2367;Žvėrynas;Elnių g. ;Vilnius;9;Kitas
2368;Žvėrynas;Erelių g. ;Vilnius;2;Kitas
2369;Žvėrynas;Geležinio Vilko g. ;Vilnius;1 iš 47;Kitas
2370;Žvėrynas;Gervių g. ;Vilnius;10;Kitas
2371;Žvėrynas;Gulbių g. ;Vilnius;15;Kitas
2372;Žvėrynas;J. I. Kraševskio g. ;Vilnius;10;Kitas
2373;Žvėrynas;Karaimų g. ;Vilnius;4;Kitas
2374;Žvėrynas;Kęstučio g. ;Vilnius;61;Kitas
2375;Žvėrynas;Lapių g. ;Vilnius;6;Kitas
2376;Žvėrynas;Latgalių g. ;Vilnius;11;Kitas
2377;Žvėrynas;Latvių g. ;Vilnius;70;Kitas
2378;Žvėrynas;Lenktoji g. ;Vilnius;63;Kitas
2379;Žvėrynas;Liepyno g. ;Vilnius;20;Kitas
2380;Žvėrynas;Liubarto g. ;Vilnius;30;Kitas
2381;Žvėrynas;Lokių g. ;Vilnius;13;Kitas
2382;Žvėrynas;Lūšių g. ;Vilnius;12;Kitas
2383;Žvėrynas;Malonioji g. ;Vilnius;22;Kitas
2384;Žvėrynas;Miglos g. ;Vilnius;50;Kitas
2385;Žvėrynas;Paribio g. ;Vilnius;47 iš 55;Kitas
2386;Žvėrynas;Pieninės g. ;Vilnius;1;Kitas
2387;Žvėrynas;Pušų g. ;Vilnius;52;Kitas
2388;Žvėrynas;S. Moniuškos g. ;Vilnius;56;Kitas
2389;Žvėrynas;Sakalų g. ;Vilnius;18;Kitas
2390;Žvėrynas;Saltoniškių g. ;Vilnius;24;Kitas
2391;Žvėrynas;Sėlių g. ;Vilnius;49;Kitas
2392;Žvėrynas;Stirnų g. ;Vilnius;18;Kitas
2393;Žvėrynas;Studentų g. ;Vilnius;6;Kitas
2394;Žvėrynas;Stumbrų g. ;Vilnius;15;Kitas
2395;Žvėrynas;T. Narbuto g. ;Vilnius;1;Kitas
2396;Žvėrynas;Tbilisio skv.;Vilnius;;Kitas
2397;Žvėrynas;Traidenio g. ;Vilnius;45;Kitas
2398;Žvėrynas;Treniotos g. ;Vilnius;51;Kitas
2399;Žvėrynas;Ukmergės g. ;Vilnius;5 iš 146;Kitas
2400;Žvėrynas;Upės g. ;Vilnius;1 iš 6;Kitas
2401;Žvėrynas;Vykinto g. ;Vilnius;31;Kitas
2402;Žvėrynas;Vytauto g. ;Vilnius;60;Kitas
2403;Žvėrynas;Žalioji g. ;Vilnius;16;Kitas
2404;Žvėrynas;Žiemgalių g. ;Vilnius;15;Kitas
2405;Grigiškės;Afindevičių g. ;Vilnius;8;Kitas
2406;Grigiškės;Antano Smolskaus g.;Vilnius;;Kitas
2407;Grigiškės;Atgajos g. ;Vilnius;19;Kitas
2408;Grigiškės;Aušros g. ;Vilnius;4;Kitas
2409;Grigiškės;Erškėčių g. ;Vilnius;7;Kitas
2410;Grigiškės;Geldučių g. ;Vilnius;10;Kitas
2411;Grigiškės;Jaunimo skg. ;Vilnius;7;Kitas
2412;Grigiškės;Kadriškių g. ;Vilnius;6;Kitas
2413;Grigiškės;Kauno Vokės g. ;Vilnius;48;Kitas
2414;Grigiškės;Kovo 11-osios g. ;Vilnius;76;Kitas
2415;Grigiškės;Kranto g. ;Vilnius;67;Kitas
2416;Grigiškės;Kunigiškių g. ;Vilnius;26 iš 92;Kitas
2417;Grigiškės;Liepų g. ;Vilnius;18;Kitas
2418;Grigiškės;Mažasis skg. ;Vilnius;5;Kitas
2419;Grigiškės;Nepriklausomybės g. ;Vilnius;18;Kitas
2420;Grigiškės;Neravų g. ;Vilnius;15;Kitas
2421;Grigiškės;Projektavimo g. ;Vilnius;33;Kitas
2422;Grigiškės;Salų g. ;Vilnius;9;Kitas
2423;Grigiškės;Santakos g. ;Vilnius;63;Kitas
2424;Grigiškės;Sklandytojų g. ;Vilnius;13;Kitas
2425;Grigiškės;Slankų g. ;Vilnius;19;Kitas
2426;Grigiškės;Sniegenų g. ;Vilnius;31;Kitas
2427;Grigiškės;Spyglių g. ;Vilnius;4;Kitas
2428;Grigiškės;Suopių g. ;Vilnius;9;Kitas
2429;Grigiškės;Šaltinio g. ;Vilnius;5;Kitas
2430;Grigiškės;Tilvikų g. ;Vilnius;5;Kitas
2431;Grigiškės;Upokšnio g. ;Vilnius;8;Kitas
2432;Grigiškės;Vijoklių g. ;Vilnius;3;Kitas
2433;Grigiškės;Vokės Sodų g. ;Vilnius;37;Sodas
2434;Grigiškės;Vokės Sodų 1-oji g. ;Vilnius;79;Sodas
2435;Grigiškės;Vokės Sodų 2-oji g. ;Vilnius;7;Sodas
2436;Grigiškės;Vokės Sodų 3-ioji g. ;Vilnius;15;Sodas
2437;Grigiškės;Vokės Sodų 4-oji g. ;Vilnius;18;Sodas
2438;Grigiškės;Vokės Sodų 5-oji g. ;Vilnius;21;Sodas
2439;Grigiškės;Vokės Sodų 6-oji g. ;Vilnius;22;Sodas
2440;Grigiškės;Vokės Sodų 7-oji g. ;Vilnius;11;Sodas
2441;Grigiškės;Vokės Sodų 8-oji g. ;Vilnius;12;Sodas
2442;Grigiškės;Zylių g. ;Vilnius;19;Kitas
2443;Grigiškės;Žalvarnių g. ;Vilnius;25;Kitas
