id;street;purpose;area;area_useful;year;year_renov;renov_status;efficiency;no_flats;not_living_flats;land;house
4877;Mintiesg.;Gyvenamoji (trys ir daugiau butų);4625.89;3620.62;1979.0;;Nerenovuotas;;57.0;2.0;0.0;56
4878;Mintiesg.;Gyvenamoji (trys ir daugiau butų);300.6;256.33;1968.0;;Nerenovuotas;;;0.0;0.0;8
4879;Raitininkųg.;Daugiabutis gyvenamas namas/komercinė;856.02;0.0;1957.0;;Nerenovuotas;;8.0;0.0;0.0;3
4880;Ratnyčiosg.;Daugiabutis gyvenamas namas/komercinė;2550.96;1962.34;1979.0;;Nerenovuotas;;50.0;0.0;0.0;45
4881;Ratnyčiosg.;Gyvenamoji (trys ir daugiau butų);2684.3;2001.09;1981.0;;Nerenovuotas;;57.0;15.0;0.0;58
4882;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1887.98;1569.89;1976.0;;Renovuojamas;D;30.0;0.0;0.0;13
4883;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1626.53;1455.19;;2017.0;Renovuotas;;26.0;1.0;0.0;15
4884;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);4182.82;3772.47;1976.0;2017.0;Renovuotas;;72.0;0.0;0.0;15
4885;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1624.39;0.0;1976.0;2017.0;Renovuotas;;26.0;1.0;0.0;15
4886;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1879.39;1571.75;1976.0;2017.0;Renovuotas;C;30.0;0.0;0.0;15
4887;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);293.24;140.66;1940.0;;Nerenovuotas;;3.0;5.0;0.0;20
4888;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);399.84;389.65;1940.0;;Nerenovuotas;;4.0;0.0;0.0;22
4889;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);2529.09;2083.9;1975.0;;Nerenovuotas;;40.0;0.0;0.0;23
4890;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);316.87;302.65;1940.0;;Nerenovuotas;D;2.0;2.0;0.0;24
4891;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);3166.55;1936.09;1953.0;;Nerenovuotas;;23.0;6.0;0.0;28
4892;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1431.88;1207.67;1961.0;;Nerenovuotas;;32.0;0.0;0.0;31
4893;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1900.38;1471.43;1940.0;;Nerenovuotas;;18.0;1.0;0.0;33
4894;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1500.19;1500.19;1940.0;;Nerenovuotas;;39.0;1.0;0.0;36
4895;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);6294.22;5680.98;1976.0;;Nerenovuotas;;107.0;1.0;0.0;37
4896;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1595.65;1344.9;1940.0;;Nerenovuotas;;35.0;2.0;0.0;4
4897;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1358.31;1327.48;1959.0;;Nerenovuotas;;24.0;2.0;0.0;40A
4898;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);4200.61;3772.98;1976.0;;Nerenovuotas;;72.0;0.0;0.0;41
4899;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1346.37;1261.29;1961.0;;Nerenovuotas;;80.0;2.0;0.0;46
4900;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);4196.96;3772.98;1976.0;;Nerenovuotas;;72.0;0.0;0.0;47
4901;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);4187.57;3772.98;1976.0;;Nerenovuotas;;72.0;0.0;0.0;49
4902;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);4178.48;3772.98;1976.0;;Nerenovuotas;;72.0;0.0;0.0;51
4903;Rudniosg.;Gyvenamoji (trys ir daugiau butų);101.36;101.36;1940.0;;Nerenovuotas;;4.0;0.0;0.0;30
4904;S.Finog.;Gyvenamoji (trys ir daugiau butų);552.16;361.12;1940.0;;Nerenovuotas;;9.0;4.0;0.0;10
4905;S.Finog.;Gyvenamoji (trys ir daugiau butų);193.43;193.43;1940.0;;Nerenovuotas;;3.0;0.0;0.0;2
4906;S.Finog.;Gyvenamoji (trys ir daugiau butų);334.5;313.41;1940.0;;Nerenovuotas;;6.0;0.0;0.0;2A
4907;S.Finog.;Gyvenamoji (trys ir daugiau butų);339.81;331.3;1940.0;;Nerenovuotas;;9.0;0.0;0.0;3
4908;S.Finog.;Gyvenamoji (trys ir daugiau butų);395.83;353.27;1940.0;;Nerenovuotas;;12.0;0.0;0.0;5
4909;S.Finog.;Gyvenamoji (trys ir daugiau butų);195.44;195.44;1940.0;;Nerenovuotas;;6.0;0.0;0.0;6
4910;S.Finog.;Gyvenamoji (trys ir daugiau butų);224.85;224.85;1940.0;;Nerenovuotas;;5.0;0.0;0.0;7
4911;S.Finog.;Gyvenamoji (trys ir daugiau butų);200.2;200.2;1940.0;;Nerenovuotas;;4.0;1.0;0.0;8
4912;S.Finog.;Gyvenamoji (trys ir daugiau butų);198.59;198.59;1940.0;;Nerenovuotas;;5.0;0.0;0.0;9
4913;Saracėnųg.;Gyvenamoji (trys ir daugiau butų);159.35;144.71;1940.0;;Nerenovuotas;;4.0;0.0;0.0;10
4914;Saracėnųg.;Gyvenamoji (trys ir daugiau butų);175.64;175.64;1940.0;;Nerenovuotas;;6.0;0.0;0.0;14
4915;Saracėnųg.;Gyvenamoji (trys ir daugiau butų);240.8;240.8;1940.0;;Nerenovuotas;;4.0;0.0;0.0;8
4916;Šatrijosg.;Gyvenamoji (trys ir daugiau butų);301.15;301.15;1940.0;;Nerenovuotas;;7.0;0.0;0.0;7
4917;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);340.24;215.2;1940.0;;Nerenovuotas;;3.0;3.0;0.0;11
4918;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);696.77;330.91;1940.0;;Nerenovuotas;;7.0;2.0;0.0;12
4919;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);577.51;451.29;1940.0;;Nerenovuotas;;8.0;0.0;0.0;15
4920;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);220.46;220.46;1940.0;;Nerenovuotas;;3.0;0.0;0.0;22C
4921;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);120.23;120.23;1940.0;;Nerenovuotas;;5.0;1.0;0.0;22B
4922;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);334.32;226.89;1940.0;;Nerenovuotas;;3.0;2.0;0.0;24B
4923;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);5404.2;4504.8;1969.0;;Nerenovuotas;;91.0;0.0;0.0;40
4924;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);569.28;411.2;1940.0;;Nerenovuotas;;7.0;1.0;0.0;9
4925;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);110.13;110.13;1940.0;;Nerenovuotas;;3.0;0.0;0.0;1
4926;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);163.89;162.66;1940.0;;Nerenovuotas;;4.0;0.0;0.0;13
4927;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);249.97;226.59;1940.0;;Nerenovuotas;;5.0;0.0;0.0;17
4928;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);128.65;128.65;1940.0;;Nerenovuotas;;3.0;0.0;0.0;2
4929;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);108.25;92.02;1940.0;;Nerenovuotas;;3.0;0.0;0.0;22
4930;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);174.8;153.13;1940.0;;Nerenovuotas;;5.0;0.0;0.0;27
4931;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);195.63;124.02;1940.0;;Nerenovuotas;;9.0;0.0;0.0;31
4932;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);174.68;174.68;1940.0;;Nerenovuotas;;5.0;0.0;0.0;29
4933;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);164.58;164.58;1940.0;;Nerenovuotas;;3.0;0.0;0.0;4
4934;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);118.01;118.01;1940.0;;Nerenovuotas;;3.0;0.0;0.0;5
4935;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);345.83;216.31;1940.0;;Nerenovuotas;;4.0;1.0;0.0;6A
4936;Sluckog.;Gyvenamoji (trys ir daugiau butų);4237.7;3997.51;1968.0;;Nerenovuotas;;87.0;2.0;0.0;1
4937;Sluckog.;Gyvenamoji (trys ir daugiau butų);737.31;667.48;1940.0;;Nerenovuotas;;11.0;2.0;0.0;13
4938;Sluckog.;Gyvenamoji (trys ir daugiau butų);910.93;910.93;1940.0;2016.0;Renovuotas;;24.0;0.0;0.0;15
4939;Sluckog.;Gyvenamoji (trys ir daugiau butų);539.07;538.87;1961.0;;Nerenovuotas;;12.0;1.0;0.0;17
4940;Sluckog.;Gyvenamoji (trys ir daugiau butų);292.03;293.99;1940.0;;Nerenovuotas;;3.0;1.0;0.0;9
4941;Sportog.;Gyvenamoji (trys ir daugiau butų);159.3;159.3;1940.0;;Nerenovuotas;;5.0;0.0;0.0;2
4942;Sportog.;Gyvenamoji (trys ir daugiau butų);287.9;287.9;1940.0;;Nerenovuotas;;7.0;0.0;0.0;7
4943;Trimitųg.;Gyvenamoji (trys ir daugiau butų);168.09;168.09;1940.0;;Nerenovuotas;;4.0;0.0;0.0;1
4944;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3843.57;3044.56;1971.0;;Nerenovuotas;;48.0;0.0;0.0;1
4945;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3124.52;3126.6;1969.0;;Nerenovuotas;;60.0;0.0;0.0;10
4946;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);386.48;360.64;1940.0;;Nerenovuotas;;4.0;0.0;0.0;12B
4947;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);213.32;112.88;1940.0;;Nerenovuotas;;4.0;0.0;0.0;15C
4948;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3719.8;3113.2;1968.0;;Nerenovuotas;;60.0;0.0;0.0;19
4949;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3664.95;3627.72;1975.0;;Nerenovuotas;;60.0;0.0;0.0;2
4950;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3126.6;3126.6;1969.0;;Nerenovuotas;;61.0;0.0;0.0;20
4951;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3736.5;3113.3;1969.0;;Nerenovuotas;;60.0;0.0;0.0;23
4952;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);4571.43;4571.9;1969.0;;Nerenovuotas;;90.0;1.0;0.0;24
4953;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);1867.0;1559.3;1968.0;;Nerenovuotas;;60.0;0.0;0.0;25
4954;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3129.25;3125.7;1968.0;;Nerenovuotas;;60.0;0.0;0.0;26
4955;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);2054.79;1713.45;1969.0;;Nerenovuotas;;30.0;0.0;0.0;32
4956;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);2054.8;1714.0;1969.0;;Nerenovuotas;;30.0;0.0;0.0;34
4957;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);2055.0;1714.0;1969.0;;Nerenovuotas;;30.0;0.0;0.0;36
4958;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);5403.9;4504.78;1969.0;;Nerenovuotas;;90.0;0.0;0.0;38
4959;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3817.58;3197.88;1969.0;;Nerenovuotas;;60.0;0.0;0.0;40
4960;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);4513.16;3588.27;1979.0;;Nerenovuotas;;59.0;0.0;0.0;41
4961;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);7524.56;7531.15;1968.0;;Nerenovuotas;;144.0;0.0;0.0;5
4962;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);4589.19;3709.51;1979.0;;Nerenovuotas;;60.0;0.0;0.0;54
4963;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);1714.05;1714.0;1968.0;;Nerenovuotas;;30.0;0.0;0.0;6
4964;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);5153.77;5153.72;1967.0;;Nerenovuotas;;90.0;0.0;0.0;7
4965;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);2224.76;2229.86;1986.0;;Nerenovuotas;;40.0;0.0;0.0;7A
4966;Tuskulėnųg.;Gyvenamoji (trys ir daugiau butų);3126.63;3126.48;1969.0;;Nerenovuotas;;60.0;0.0;0.0;8
4967;Utenosg.;Gyvenamoji (trys ir daugiau butų);267.55;228.76;1940.0;;Nerenovuotas;;7.0;0.0;0.0;33
4968;Vepriųg.;Gyvenamoji (trys ir daugiau butų);154.6;154.6;1955.0;;Nerenovuotas;;4.0;0.0;0.0;9
4969;Verkiųg.;Gyvenamoji (trys ir daugiau butų);3714.39;2720.12;1959.0;;Nerenovuotas;;37.0;8.0;0.0;1
4970;Verkiųg.;Gyvenamoji (trys ir daugiau butų);282.2;160.49;1940.0;;Nerenovuotas;;4.0;0.0;0.0;14
4971;Verkiųg.;Gyvenamoji (trys ir daugiau butų);4580.9;3832.1;1964.0;;Nerenovuotas;;80.0;0.0;0.0;20
4972;Verkiųg.;Gyvenamoji (trys ir daugiau butų);4323.14;4207.91;1982.0;;Nerenovuotas;;116.0;2.0;0.0;25A
4973;Verkiųg.;Gyvenamoji (trys ir daugiau butų);6077.56;4429.38;1984.0;;Nerenovuotas;;90.0;0.0;0.0;25B
4974;Verkiųg.;Gyvenamoji (trys ir daugiau butų);2048.01;1466.3;1958.0;;Nerenovuotas;;24.0;3.0;0.0;3
4975;Verkiųg.;Gyvenamoji (trys ir daugiau butų);2104.17;1476.59;1954.0;;Nerenovuotas;;15.0;3.0;0.0;30
4976;Žalgiriog.;Gyvenamoji (trys ir daugiau butų);2451.53;2140.7;1979.0;;Nerenovuotas;;36.0;0.0;0.0;95
4977;Žalgiriog.;Gyvenamoji (trys ir daugiau butų);2414.05;2052.04;1979.0;;Nerenovuotas;;36.0;1.0;0.0;97
4978;Žalgiriog.;Gyvenamoji (trys ir daugiau butų);4021.46;3329.9;1979.0;;Nerenovuotas;;60.0;0.0;0.0;99
4979;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);2059.5;1715.8;1967.0;;Nerenovuotas;;31.0;0.0;0.0;112
4980;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);6456.02;5846.12;1969.0;;Nerenovuotas;;112.0;0.0;0.0;113
4981;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);2058.3;1715.8;1967.0;;Nerenovuotas;;30.0;0.0;0.0;114
4982;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);6456.3;5845.8;1969.0;;Nerenovuotas;;112.0;0.0;0.0;115
4983;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);2060.9;1716.0;1968.0;;Nerenovuotas;;30.0;0.0;0.0;116
4984;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);6403.87;5853.62;1969.0;;Nerenovuotas;;112.0;0.0;0.0;117
4985;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);2060.1;1716.0;1968.0;;Nerenovuotas;;30.0;0.0;0.0;118
4986;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);2060.2;1716.0;1968.0;;Nerenovuotas;;30.0;0.0;0.0;120
4987;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);2058.7;1716.1;1968.0;;Nerenovuotas;;30.0;0.0;0.0;122
4988;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);4537.57;3694.04;1981.0;;Nerenovuotas;;61.0;1.0;0.0;123
4989;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);4488.54;3684.71;1977.0;;Nerenovuotas;;60.0;0.0;0.0;125
4990;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);4470.2;3701.5;1973.0;;Nerenovuotas;;99.0;0.0;0.0;127
4991;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);4417.36;3611.81;1976.0;;Nerenovuotas;;60.0;0.0;0.0;129
4992;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5390.2;4495.4;1968.0;;Nerenovuotas;;92.0;0.0;0.0;130
4993;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);1870.7;1557.9;1968.0;;Nerenovuotas;;30.0;0.0;0.0;132
4994;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);1870.1;1557.8;1968.0;;Nerenovuotas;;30.0;0.0;0.0;134
4995;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5402.68;4430.82;1968.0;;Nerenovuotas;;90.0;1.0;0.0;136
4996;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5345.6;4491.6;1965.0;;Nerenovuotas;;102.0;0.0;0.0;23
4997;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5361.65;4462.75;1965.0;;Galimai renovuotųsi;;99.0;1.0;0.0;25
4998;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3455.33;2822.44;1965.0;;Nerenovuotas;;104.0;2.0;0.0;29
4999;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3659.19;3652.25;1980.0;;Nerenovuotas;;100.0;0.0;0.0;30A
5000;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);104.33;133.36;1940.0;;Nerenovuotas;;4.0;0.0;0.0;30D
5001;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3526.1;3053.1;1970.0;;Nerenovuotas;;48.0;0.0;0.0;34
5002;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3243.0;2712.4;1966.0;;Nerenovuotas;;61.0;0.0;0.0;36
5003;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3225.5;2707.4;1966.0;;Nerenovuotas;;61.0;0.0;0.0;38
5004;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3240.8;2707.5;1965.0;;Nerenovuotas;;60.0;0.0;0.0;39
5005;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3233.98;2707.25;1966.0;;Nerenovuotas;;60.0;0.0;0.0;40
5006;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5777.12;5777.18;1965.0;;Nerenovuotas;;120.0;0.0;0.0;42
5007;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3229.5;2707.5;1965.0;;Nerenovuotas;;60.0;0.0;0.0;43
5008;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3292.0;2776.2;1966.0;;Nerenovuotas;;61.0;0.0;0.0;44
5009;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5267.3;4418.01;1965.0;;Nerenovuotas;;101.0;0.0;0.0;46
5010;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3446.81;2766.54;1965.0;;Nerenovuotas;;108.0;0.0;0.0;55
5011;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3925.32;3239.75;1980.0;;Nerenovuotas;;60.0;0.0;0.0;56
5012;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3910.53;3239.75;1980.0;;Nerenovuotas;;60.0;0.0;0.0;56A
5013;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3240.0;2776.33;1966.0;;Nerenovuotas;;108.0;0.0;0.0;57
5014;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3239.32;2778.3;1966.0;;Nerenovuotas;;108.0;0.0;0.0;59
5015;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);4107.97;3373.48;1985.0;;Nerenovuotas;;58.0;2.0;0.0;62
5016;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3246.04;2711.84;1966.0;;Renovuojamas;;60.0;0.0;0.0;69
5017;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3231.78;2775.75;1967.0;;Nerenovuotas;;108.0;0.0;0.0;71
5018;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5276.6;4408.6;1967.0;;Nerenovuotas;;100.0;0.0;0.0;73
5019;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);6925.94;5788.19;1966.0;;Nerenovuotas;;121.0;0.0;0.0;75
5020;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5266.6;4407.7;1966.0;;Nerenovuotas;;100.0;0.0;0.0;85
5021;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5268.74;4407.3;1966.0;;Nerenovuotas;;99.0;1.0;0.0;87
5022;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5256.17;4408.67;1967.0;;Nerenovuotas;;101.0;0.0;0.0;88
5023;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3238.9;2769.17;1965.0;;Nerenovuotas;;108.0;0.0;0.0;9
5024;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3238.0;2712.11;1966.0;;Nerenovuotas;;60.0;0.0;0.0;91
5025;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5357.66;4503.66;1967.0;;Nerenovuotas;;100.0;0.0;0.0;94
5026;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);6922.0;5786.2;1967.0;;Nerenovuotas;;120.0;0.0;0.0;96
5027;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);5274.6;4410.2;1967.0;;Nerenovuotas;;100.0;0.0;0.0;98
5028;Žirmūnųg.;Gyvenamoji (trys ir daugiau butų);3242.6;2712.4;1967.0;;Nerenovuotas;;61.0;0.0;0.0;99
5029;Žygiog.;Gyvenamoji (trys ir daugiau butų);1756.5;1682.04;1957.0;;Nerenovuotas;;27.0;2.0;0.0;14
5030;Žygiog.;Gyvenamoji (trys ir daugiau butų);1631.4;1308.42;1940.0;;Nerenovuotas;;20.0;1.0;0.0;16
5031;Žygiog.;Gyvenamoji (trys ir daugiau butų);1496.66;1496.66;1940.0;;Nerenovuotas;;20.0;0.0;0.0;18
5032;Žygiog.;Gyvenamoji (trys ir daugiau butų);350.44;350.44;1940.0;;Nerenovuotas;;7.0;1.0;0.0;20
5033;Žygiog.;Gyvenamoji (trys ir daugiau butų);132.76;132.76;1957.0;;Nerenovuotas;;;0.0;0.0;22
5034;Žygiog.;Gyvenamoji (trys ir daugiau butų);189.88;189.88;1965.0;;Nerenovuotas;;4.0;0.0;0.0;22A
5035;Žygiog.;Gyvenamoji (trys ir daugiau butų);141.21;141.21;1957.0;;Nerenovuotas;;4.0;0.0;0.0;24
5036;Žygiog.;Gyvenamoji (trys ir daugiau butų);220.26;220.26;1957.0;;Nerenovuotas;;4.0;0.0;0.0;24A
5037;Žygiog.;Gyvenamoji (trys ir daugiau butų);302.99;219.79;1940.0;;Nerenovuotas;;7.0;0.0;0.0;26
5038;Žygiog.;Gyvenamoji (trys ir daugiau butų);250.39;250.39;;;Nerenovuotas;;4.0;0.0;0.0;28
5039;Žygiog.;Gyvenamoji (trys ir daugiau butų);215.65;215.65;1957.0;;Nerenovuotas;;4.0;0.0;0.0;30
5040;Žygiog.;Gyvenamoji (trys ir daugiau butų);1349.09;1269.61;1940.0;;Nerenovuotas;;25.0;2.0;0.0;32
5041;Žygiog.;Gyvenamoji (trys ir daugiau butų);363.96;350.93;1958.0;;Nerenovuotas;;5.0;0.0;0.0;34
5042;Žygiog.;Gyvenamoji (trys ir daugiau butų);164.59;164.59;1958.0;;Nerenovuotas;;4.0;1.0;0.0;36
5043;Žygiog.;Gyvenamoji (trys ir daugiau butų);490.09;302.6;1940.0;;Nerenovuotas;;7.0;0.0;0.0;4
5044;Žygiog.;Gyvenamoji (trys ir daugiau butų);165.14;165.14;1957.0;;Nerenovuotas;;4.0;0.0;0.0;6
5045;Žygiog.;Gyvenamoji (trys ir daugiau butų);155.71;155.71;1957.0;;Nerenovuotas;;4.0;0.0;0.0;8
5046;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1457.75;1190.1;1989.0;;Nerenovuotas;;22.0;0.0;0.0;1
5047;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);2018.0;1669.54;1989.0;;Nerenovuotas;;30.0;0.0;0.0;1
5048;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1435.69;1174.26;1989.0;;Nerenovuotas;;22.0;0.0;0.0;1
5049;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1957.48;1736.18;1989.0;;Nerenovuotas;;30.0;0.0;0.0;1
5050;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1219.48;886.39;2004.0;;Nerenovuotas;;10.0;2.0;0.0;2A
5051;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1267.72;889.51;2003.0;;Nerenovuotas;;12.0;6.0;0.0;2B
5052;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1283.93;911.56;2003.0;;Nerenovuotas;;10.0;6.0;0.0;2C
5053;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);776.17;765.1;2003.0;;Nerenovuotas;;5.0;1.0;0.0;2D
5054;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1536.13;1230.69;2003.0;;Nerenovuotas;;18.0;7.0;0.0;2E
5055;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);2450.98;2079.88;1986.0;;Galimai renovuotųsi;;37.0;1.0;0.0;3
5056;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1475.55;1193.62;1987.0;;Galimai renovuotųsi;;22.0;1.0;0.0;3
5057;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);2384.95;2014.14;1986.0;;Nerenovuotas;;38.0;0.0;0.0;5
5058;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1204.39;940.22;1985.0;;Nerenovuotas;;18.0;0.0;0.0;5
5059;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1459.29;1166.62;1985.0;;Nerenovuotas;;22.0;0.0;0.0;5
5060;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1409.24;1133.83;1985.0;;Nerenovuotas;;22.0;0.0;0.0;5
5061;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1515.6;1232.55;1982.0;2015.0;Renovuotas;;22.0;0.0;0.0;7A
5062;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);2830.34;2239.4;1984.0;;Nerenovuotas;;40.0;0.0;0.0;7B
5063;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);1210.98;948.48;1984.0;;Nerenovuotas;;18.0;0.0;0.0;7C
5064;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);2398.73;2013.21;1989.0;;Nerenovuotas;;38.0;0.0;0.0;9A
5065;Ateitiesg.;Gyvenamoji (trys ir daugiau butų);3488.21;2832.8;1988.0;;Nerenovuotas;;52.0;0.0;0.0;9B
5066;Ažulaukėsg.;Gyvenamoji (trys ir daugiau butų);394.34;269.82;1934.0;;Nerenovuotas;;8.0;0.0;0.0;7
5067;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1561.06;1254.71;1998.0;;Nerenovuotas;;20.0;0.0;0.0;101
5068;Baltupiog.;Gyvenamoji (trys ir daugiau butų);2743.23;2574.23;2002.0;;Nerenovuotas;;33.0;12.0;0.0;117
5069;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1140.88;1133.87;1999.0;;Nerenovuotas;;12.0;0.0;0.0;119
5070;Baltupiog.;Gyvenamoji (trys ir daugiau butų);968.61;967.24;1999.0;;Nerenovuotas;;10.0;0.0;0.0;121
